iter	Logloss
391	0.3238782164
392	0.3236844033
393	0.3234247058
394	0.3231139848
395	0.3229097106
396	0.3226469366
397	0.3223415902
398	0.3220168924
399	0.3214176552
400	0.3213238285
401	0.3210949859
402	0.3208428281
403	0.3204841772
404	0.3202768717
405	0.3200910108
406	0.3199279376
407	0.3197038132
408	0.3195458987
409	0.3193527053
410	0.3191153193
411	0.3189941555
412	0.3186998466
413	0.318253307
414	0.3179271076
415	0.3174905413
416	0.3172468638
417	0.3170082741
418	0.3168680855
419	0.3166633639
420	0.3164909002
421	0.3162962809
422	0.3160770172
423	0.3157719184
424	0.3154846715
425	0.3152004599
426	0.3149298671
427	0.3144946024
428	0.3142846841
429	0.3141097174
430	0.3137518714
431	0.31356813
432	0.3133384575
433	0.3130561614
434	0.3128361515
435	0.3125883731
436	0.3123454789
437	0.3121020743
438	0.3117554091
439	0.311552329
440	0.3111202588
441	0.3107795523
442	0.3106787717
443	0.310364939
444	0.3101695266
445	0.3099241114
446	0.3097712935
447	0.3095501229
448	0.3093066929
449	0.3091754748
450	0.3089696396
451	0.3089492441
452	0.308591667
453	0.3083892951
454	0.3080833521
455	0.3080006164
456	0.3077924673
457	0.3076868557
458	0.3075094699
459	0.3072470972
460	0.3070097809
461	0.3068526393
462	0.3066783487
463	0.3063776589
464	0.3060904888
465	0.3057824666
466	0.3055765131
467	0.3054025047
468	0.3052488139
469	0.3049327875
470	0.3048191321
471	0.3044996784
472	0.3043424289
473	0.3041334406
474	0.3039039514
475	0.3037301594
476	0.3036188321
477	0.3034250265
478	0.303262346
479	0.3030256361
480	0.302838889
481	0.3026609863
482	0.3024990834
483	0.3022425431
484	0.3020255108
485	0.3018018902
486	0.3015124361
487	0.3011814136
488	0.3009266031
489	0.3007320623
490	0.3005120807
491	0.3003780726
492	0.3001058167
493	0.2999129255
494	0.2996957122
495	0.2994232226
496	0.2992851413
497	0.2991600815
498	0.2990616969
499	0.2987947657
500	0.2984835056
501	0.2983295544
502	0.2981097649
503	0.2978400435
504	0.2974680675
505	0.2973039834
506	0.2971688509
507	0.2970384657
508	0.2968364581
509	0.2967212635
510	0.2965697618
511	0.2964797051
512	0.296060082
513	0.2956722826
514	0.2953894542
515	0.2951282315
516	0.2949652889
517	0.2946061965
518	0.2944106754
519	0.2942041954
520	0.2941123709
521	0.2937402456
522	0.2935440585
523	0.2933583432
524	0.2932407402
525	0.2929981943
526	0.2927530639
527	0.2924909029
528	0.2921242876
529	0.2918937922
530	0.2916216043
531	0.291382963
532	0.2911085111
533	0.290968546
534	0.2908036975
535	0.2905317363
536	0.2903380116
537	0.2901706125
538	0.2900229492
539	0.289924212
540	0.2898001138
541	0.28955566
542	0.2893472466
543	0.2889416696
544	0.2886717984
545	0.2884811533
546	0.2883019557
547	0.2882425566
548	0.2879479265
549	0.2878740084
550	0.2876184433
551	0.2875475506
552	0.2873632391
553	0.2871737324
554	0.2870514788
555	0.2869283455
556	0.2866918206
557	0.2865557554
558	0.286245452
559	0.2859545358
560	0.2857617075
561	0.2854284128
562	0.2852460577
563	0.2850596667
564	0.2848981412
565	0.2846555692
566	0.2844476684
567	0.2842008377
568	0.284060326
569	0.2838940951
570	0.2837230258
571	0.2835522518
572	0.2832389004
573	0.2831864801
574	0.2830118855
575	0.2827196918
576	0.282397146
577	0.2822985938
578	0.282027672
579	0.2819229027
580	0.2817485472
581	0.2814396901
582	0.2812300081
583	0.2810359625
584	0.2809420595
585	0.2807147761
586	0.2805686813
587	0.2804051517
588	0.2801063516
589	0.2798167138
590	0.2795468737
591	0.2793595748
592	0.2790562343
593	0.2789252653
594	0.2787532142
595	0.278642794
596	0.2785247266
597	0.2783307209
598	0.278147
599	0.2779137264
600	0.2776782633
601	0.2773332053
602	0.2772179371
603	0.2771065446
604	0.2767073761
605	0.2765054176
606	0.276366479
607	0.2760757225
608	0.2759162232
609	0.2756724406
610	0.2752840635
611	0.2751333334
612	0.2749022903
613	0.2746488166
614	0.2744018489
615	0.2743349444
616	0.2740874548
617	0.2739223116
618	0.2738281393
619	0.2736341608
620	0.2734044226
621	0.2732639799
622	0.2731611758
623	0.272911531
624	0.2727316686
625	0.272646333
626	0.2725003295
627	0.2722643408
628	0.2720558415
629	0.2718846362
630	0.2716300073
631	0.2713974978
632	0.2712133861
633	0.2709024974
634	0.2707420622
635	0.2706337126
636	0.2705320769
637	0.2703860153
638	0.2700246148
639	0.2697323983
640	0.2696167169
641	0.2695118319
642	0.2693832878
643	0.2689822019
644	0.2687915668
645	0.2687219996
646	0.2683199456
647	0.2682325824
648	0.2681336961
649	0.2678340945
650	0.2675687831
651	0.2673401798
652	0.2672622481
653	0.2669810884
654	0.2667092589
655	0.2664098788
656	0.2660873692
657	0.2659427152
658	0.2658053724
659	0.2655188103
660	0.2650973368
661	0.26492625
662	0.2646191128
663	0.264511126
664	0.2644240612
665	0.2641328158
666	0.2640565948
667	0.2638753577
668	0.2636594127
669	0.2633965165
670	0.2631491837
671	0.2629329325
672	0.2627266888
673	0.2625862116
674	0.2623483375
675	0.2620972178
676	0.2619745698
677	0.2617453821
678	0.2614284391
679	0.261338193
680	0.2610279165
681	0.2608107542
682	0.2607341206
683	0.2605400496
684	0.2603196132
685	0.2600784947
686	0.2599283112
687	0.259882792
688	0.2597761203
689	0.259659412
690	0.2595598649
691	0.2594247242
692	0.2591009035
693	0.2587249725
694	0.2585866632
695	0.2583142453
696	0.2580782361
697	0.2579294548
698	0.2576317549
699	0.2574708068
700	0.257203985
701	0.2570761223
702	0.2569589522
703	0.2568666892
704	0.2566911883
705	0.2565156295
706	0.256295875
707	0.256093901
708	0.2558672845
709	0.255793919
710	0.2555642901
711	0.2552261967
712	0.2551688745
713	0.2549942468
714	0.2549233338
715	0.2548424279
716	0.2547032602
717	0.2545598387
718	0.2544307466
719	0.2543588466
720	0.2542098375
721	0.2541410256
722	0.2540384545
723	0.2539344532
724	0.2538252193
725	0.2536625102
726	0.2535024901
727	0.2532258123
728	0.2529605798
729	0.2526923013
730	0.2525556634
731	0.2523163635
732	0.2521217073
733	0.2520047701
734	0.2518302904
735	0.2514667476
736	0.2513017937
737	0.2511578583
738	0.2509963377
739	0.2507251457
740	0.2506580392
741	0.2503977429
742	0.2502657026
743	0.2502038332
744	0.2501141657
745	0.2499503246
746	0.2495043082
747	0.2492187674
748	0.2490210489
749	0.248830025
750	0.2487254947
751	0.2485755333
752	0.2484047364
753	0.2482876801
754	0.2478686174
755	0.2477039717
756	0.2474550478
757	0.247311645
758	0.2471270957
759	0.2469832984
760	0.2467522342
761	0.2466577582
762	0.2465582235
763	0.2461757995
764	0.2460338038
765	0.2459134088
766	0.2457812904
767	0.2454185046
768	0.2451998399
769	0.2450169656
770	0.2448880911
771	0.2446369353
772	0.2444525275
773	0.2441473205
774	0.2439369985
775	0.2438079927
776	0.2436423988
777	0.2435589306
778	0.2432848901
779	0.2430702004
780	0.2429367957
781	0.2428099772
782	0.2426406932
783	0.2423461974
784	0.2422328445
785	0.2418124945
786	0.2414057751
787	0.2411415102
788	0.241021091
789	0.2408517341
790	0.2406122886
791	0.2405018045
792	0.2402658265
793	0.2401200928
794	0.2400252716
795	0.2399030561
796	0.2397946891
797	0.2397195335
798	0.2394619634
799	0.2393988053
800	0.239135415
801	0.2389993204
802	0.2389002385
803	0.2387821568
804	0.238661258
805	0.2384454665
806	0.2380909168
807	0.2379675516
808	0.2378270035
809	0.2377321406
810	0.2375041493
811	0.2373333379
812	0.2370525717
813	0.2368838202
814	0.2367073943
815	0.2365456988
816	0.2363914523
817	0.2361535001
818	0.2360858396
819	0.2359351327
820	0.2358378453
821	0.2357732889
822	0.235431077
823	0.2352354905
824	0.2351497687
825	0.2348706274
826	0.2347799702
827	0.2346791843
828	0.2345686321
829	0.2343157999
830	0.2341693116
831	0.2339556008
832	0.2338301376
833	0.2335477081
834	0.2334576806
835	0.2331585504
836	0.2327907801
837	0.2326773446
838	0.2324645888
839	0.2323647728
840	0.2321061004
841	0.2319488624
842	0.2316493503
843	0.2314035435
844	0.231312889
845	0.2311740098
846	0.2310608821
847	0.2309184148
848	0.230754064
849	0.2306488371
850	0.230532042
851	0.2303806253
852	0.2303188634
853	0.2301371598
854	0.2300118869
855	0.2298805103
856	0.2296491365
857	0.2293931562
858	0.2292578023
859	0.2291756539
860	0.2290115529
861	0.2288704172
862	0.2288257882
863	0.2286142165
864	0.2284539279
865	0.2283015631
866	0.228221024
867	0.2280365554
868	0.2278348066
869	0.2275611174
870	0.2273492069
871	0.2271521816
872	0.2269787585
873	0.2268331322
874	0.2267263213
875	0.2264415064
876	0.226304276
877	0.2262206413
878	0.2258834333
879	0.2257233653
880	0.2255915378
881	0.2254481783
882	0.2253501619
883	0.2251958512
884	0.2250067701
885	0.224850629
886	0.2247062183
887	0.2244459821
888	0.2241102219
889	0.2239753896
890	0.2237907165
891	0.2236400329
892	0.2234961626
893	0.2233565265
894	0.2231856726
895	0.2231171162
896	0.2228812669
897	0.222686202
898	0.2224835652
899	0.2223680644
900	0.2222351344
901	0.222033045
902	0.2218762729
903	0.2217718869
904	0.2215952875
905	0.2214641147
906	0.2214183941
907	0.2213154946
908	0.2211937228
909	0.2210773133
910	0.2209564699
911	0.2208189418
912	0.2206469592
913	0.2205324351
914	0.2204028166
915	0.2202124549
916	0.2200903313
917	0.2199627816
918	0.2198781077
919	0.2196717398
920	0.2194497841
921	0.2192230389
922	0.2190388842
923	0.2188941944
924	0.218755188
925	0.21862938
926	0.218506832
927	0.2184173332
928	0.218102963
929	0.2179140308
930	0.2178437909
931	0.2176945845
932	0.2176152346
933	0.217454618
934	0.217321869
935	0.2171243136
936	0.2169337263
937	0.2167840258
938	0.2166682505
939	0.216579489
940	0.2164601559
941	0.2162076489
942	0.2159891702
943	0.2157333248
944	0.215557521
945	0.215363853
946	0.2152084616
947	0.2150952936
948	0.2149876934
949	0.2148791294
950	0.2146826612
951	0.2144823365
952	0.2143876677
953	0.2141338533
954	0.21394784
955	0.2136430824
956	0.213464868
957	0.2132700286
958	0.2130290915
959	0.2128520299
960	0.2126896734
961	0.2125591935
962	0.2123505986
963	0.2121844666
964	0.2120123869
965	0.211895819
966	0.2116655918
967	0.2114824311
968	0.2112097081
969	0.211112156
970	0.2110354272
971	0.2107584604
972	0.2106193467
973	0.2105102933
974	0.2104713585
975	0.2102782189
976	0.2101134306
977	0.2099428851
978	0.2097591202
979	0.2096907947
980	0.2096241329
981	0.2095258961
982	0.2091804966
983	0.2089932126
984	0.2088978108
985	0.2088274388
986	0.2087834938
987	0.2087290754
988	0.2086733204
989	0.208515584
990	0.2082464955
991	0.208145027
992	0.2079671094
993	0.207873388
994	0.2076336107
995	0.2074681739
996	0.2073550312
997	0.2072309762
998	0.2070653931
999	0.206901352
